id,root_id,customer_message,ground_truth_intent,ground_truth_escalate,escalation_reason_category,is_dm_redirect,reference_reply,labeler_notes
111,2046629,@AppleSupport hi! How do i know if my contacts will not be deleted if i change sim cards?,billing_payment_issue,True,BILLING_DISPUTE,True,@396051 Let's work on this together. Your iPhone doesn't store contacts on the SIM card. Are you using iCloud on your iPhone? DM us. https://t.co/GDrqU22YpT,
112,875216,"@AppleSupport hi, i've been having some charges on my card from itunes and have no knowledge of it, who can i contact for this",account_howto_question,True,SAFETY_HAZARD,False,@327796 For best assistance with unrecognized charges please reach out to our iTunes Advisors here: https://t.co/SDIe7UiyJN,
113,543786,"@115858 is really trying me this year. First my laptop decides to quit on me, then my Apple Watch and now my iPhone 7 is bugging wtf ?!? 😢",account_howto_question,True,OTHER,False,@246327 You’re very welcome. We’re glad the issue is resolved now. Feel free to reach out to us if you need anything in the future.,
114,1640178,I’m so confused as to why my iMessage is working for everyone except one contact when they are an iPhone user as well 🤔 @AppleSupport,service_status_issue,True,REPEAT_FAILURE,False,@501452 Check out this article here: https://t.co/2hgNQH8Vvq Make sure your contact has iMessage turned on.,
115,244192,"@AppleSupport @115858 thanks for the IOS11 now my 6s battery drains like rum in the cold night, it seems you intentionally making hate my 📱.",repair_warranty_request,True,OTHER,True,@174001 We're here to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,
116,1906165,"New iOS = mental breakdown for me! It’s so buggy. Battery life sucks, keyboard stops working, applications freeze @115858 needs to fix this",device_hardware_malfunction,True,OTHER,True,"@567984 We want to make sure your iPhone is running correctly.  Please respond in DM with the iPhone you’re using, and exact iOS. https://t.co/GDrqU22YpT",
117,555265,@AppleSupport Hi I just updated to iOS 11.2 and Apple Pay Cash isn’t there. It said in release notes iOS 11.2 introduces Apple Pay Cash! Just wondering why it was left out...,billing_payment_issue,True,OTHER,False,"@249641 Apple Pay Cash is included as part of the iOS 11.2 update. We are expecting it to be available sometime this Fall. Take a look at all the sections of this article, as it has the release date of Fall. https://t.co/uHrOd2X7XG",
118,1688469,"This has been happening. I didn’t know why. The control center button isn’t ACTUALLY turning it off, just disabling temporarily. Wtf @115858 https://t.co/MNp20q0eIt",device_hardware_malfunction,True,REPEAT_FAILURE,True,@512699 Let us look into this with you. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT,
119,1496062,There’s a glitch with this new update. How come I️ can’t put the letter “I️” without it making a box 🧐 @115858,general_complaint_feedback,True,REPEAT_FAILURE,True,@467347 We'd like to help. Send us a DM so we can discuss this issue together. https://t.co/GDrqU22YpT,
120,1261345,@115858 @AppleSupport IOS 11 is killing me !!!! My phone is more or less a box now. I have to reboot it 7 times a day. Why why why why why !!,billing_payment_issue,True,LOW_CONFIDENCE_AMBIGUOUS,False,@415484 We're here for you. Which version of iOS 11 are you running? You can check from Settings &gt; General &gt; About.,
121,2408514,"@115858 At your behest I updated my phone. Nothing works. No music, few apps. Very frustrating.",billing_payment_issue,True,OTHER,True,"@692570 We'd be happy to work with you on this. Is the device unresponsive? Which iPhone do you own? Does iOS 11.1.1 show in Settings &gt; General &gt; About? Let us know in DM, please. https://t.co/GDrqU22YpT",
122,2152189,.@AppleSupport my software is NOT up to date when a capital letter i is a point of contention! #FixIt https://t.co/HHCuv7CyoE,repair_warranty_request,True,LOW_CONFIDENCE_AMBIGUOUS,False,@632425 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,
123,2068317,Tired of resyncing music over and over again on iTunes for Windows on my iPhone. It can’t get the album artwork right.Fix pls 😬@115858 #iOS11,service_status_issue,True,BILLING_DISPUTE,True,@574238 Let's look at this together. Is this custom artwork? Are these purchased albums? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT,
124,1581492,@AppleSupport - can you fix my ‘i’ please?  This is insane!,service_status_issue,True,BILLING_DISPUTE,False,@486860 Thank you for contacting us for support. Let us know if this article helps: https://t.co/sDSg93LaFu,
125,2182041,@116333 Who do I bill for the time it takes to reconnect my magic trackpad? It magically dis and reconnects whenever it feels like it.,device_hardware_malfunction,True,BILLING_DISPUTE,False,@134542 We'd like to help with this. Check out this link: https://t.co/xcfbsTFVVR Let us know if these steps help with the issue.,
126,2053282,@115858 @applesupport what’s up the iOS 11? iPad and iPhones now fail to register stretched thumb taps. Top screen both far left dead zones.,device_hardware_malfunction,True,LOW_CONFIDENCE_AMBIGUOUS,True,"@607232 That's certainly not expected, let's work together in DM where we can investigate the behavior on your devices. https://t.co/GDrqU22YpT",
127,2683867,"@AppleSupport Hi there. I've been using an Hard Disk for my Time Machine backups for two years, but recently Time Machine says that I have not space enough on my HD. How is that possible? The storage of my HD is more than my computer's. Help!",general_complaint_feedback,True,LOW_CONFIDENCE_AMBIGUOUS,False,"@149709 Great question. You can use Time Machine for a long time before running out of space. Once you do, it's best to connect a new backup disk. You can read more about this here: https://t.co/u9NUIg583w",
128,26691,"@AppleSupport my iphone is still glitchy, keeps swapping screens when I try to type.",account_howto_question,True,BILLING_DISPUTE,False,@121844 Got it. Let’s complete the update to iOS 11.1. Here’s a link that will help: https://t.co/80YRnjDFDk,
129,2072083,@AppleSupport regarding the size of cloud backup it’s 5GB if i bought phone with 64 GB how this 5GB will help me ?,repair_warranty_request,True,LOW_CONFIDENCE_AMBIGUOUS,False,@612844 Thank you for taking the time to reach out to us. Take a look at this article for answers to your questions about iCloud backups and storage: https://t.co/7vNd2QAL5s,
130,2294456,@115858 @AppleSupport why is the new update draining my battery 🙄,service_status_issue,True,OTHER,False,@666257 We'd like to look into this with you. What version of iOS are you currently running? We'll be happy to do all we can to get this sorted out.,
131,1414834,@AppleSupport are there still issues since the recent update? Ive had nothing but issues with my phone since installing it....,repair_warranty_request,True,LOW_CONFIDENCE_AMBIGUOUS,True,@448799 Got it. Please send us a DM and we'll continue there. Thanks! https://t.co/GDrqU22YpT,
132,2445238,"@AppleSupport My new iPhone X is scheduled to arrive in the mail tomorrow, how do I go about buying Applecare for it? After seeing the repair costs, I've had a change of heart!",account_howto_question,True,LOW_CONFIDENCE_AMBIGUOUS,False,"@701061 Congrats on your new iPhone X! You have 60 days after purchase to add AppleCare+ to your iPhone. To purchase, you can purchase online on our website or even over the phone through Sales or Support. When you're ready, give us a call or message us here. Thanks.",
133,1681650,@AppleSupport you guys need to fix this “ I️ “ BS!!!,service_status_issue,True,LOW_CONFIDENCE_AMBIGUOUS,False,@511263 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,
134,2193400,If my phone force closes an app one more fucking time I’m sending all this shit back and getting a Galaxy. Quit playing with me @115858,repair_warranty_request,True,LOW_CONFIDENCE_AMBIGUOUS,False,@641924 We want to be sure you can use your apps as you'd expect. Let us know if this helps you: https://t.co/fUZ0NRJxcn,
135,2441823,@AppleSupport Now this crap is happening on my Mac in iMessage. WTF? https://t.co/UCsMNe2Sec,general_complaint_feedback,True,REPEAT_FAILURE,False,"@186995 Are both of your devices on iOS 11.1.1? An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",
136,2069386,"@AppleSupport my iPhone 7 is basically unusable. The new updates have made it freeze, glitch, and I can’t even hear anything when make calls",billing_payment_issue,True,LOW_CONFIDENCE_AMBIGUOUS,True,"@611971 We're here for you! Have you tried any steps already? If not, let's start here: https://t.co/RxpRw2OfRX DM us if needed: https://t.co/GDrqU22YpT",
137,1623827,@123857 @116333 @119462 @AppleSupport will the AirPower be able to charge two iPhones at the same time or just an iPhone watch &amp; airpods?,repair_warranty_request,True,OTHER,False,@202513 We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd,
138,1141630,"@AppleSupport apple I need help! my macbook wont turn on (screen), what do  do",account_howto_question,True,REPEAT_FAILURE,False,@388725 Help is here. Have you tried the steps found here? https://t.co/RqWW0duJ0U Let us know and we'll go from there.,
139,2321920,"Did Apple remove the autosuggest for misspelled words with the latest update? 

Dang. @115858 @2531 bring it back! https://t.co/ps8W4wkzF4",device_hardware_malfunction,True,OTHER,False,@566316 We can help you with that.  Take a look at this article and let us know if it helps: https://t.co/U5VKSTl2CD,
140,718501,"Literally my phone screen just went black WTF @AppleSupport 🖕🏼
Hate this new update if all my phone is gonna do is crash 😒",general_complaint_feedback,True,LOW_CONFIDENCE_AMBIGUOUS,False,@292031 We know how concerning this can be. We want to look into this. Did your device restart? Did it show any icons or logo?,
141,2082189,@AppleSupport my car all of a sudden does not automatically play my Apple Music when connected via Bluetooth since updating to #iOS11 I have to click play on my iPhone - v annoying. Help.,account_howto_question,True,REPEAT_FAILURE,True,@615785 We'd like to look into this with you. Has your iPhone been restarted since you noticed this issue? Let us know in DM. https://t.co/GDrqU22YpT,
142,1699937,The new update messed up my phone. What do you have to say about this @115858 ?,account_howto_question,True,OTHER,False,@515520 We want to help out! What exactly is going on with your iPhone?,
143,1656161,@AppleSupport when will u be fixing the keyboard you messed up with the last update?,billing_payment_issue,True,REPEAT_FAILURE,False,We recently released an update that addresses keyboard issues. Please back up your device and update to the latest iOS version.,
144,14337,So over @115858 &amp; their awful customer service. Locked out of iCloud for 2 weeks &amp; promised password recovery instructions that never came🖕🏽,billing_payment_issue,True,OTHER,False,"@119056 The best way to verify your account &amp; assist with the Apple ID, is to get support at this link: https://t.co/UJm15vmMM2",
145,656342,"@AppleSupport why do my ""I""s become question marks even though I updated my phone",account_howto_question,True,BILLING_DISPUTE,True,@276159 Let's find out what's going on. Do you know what version of the iOS is on the device?  Let us know in Direct Message and we'll look into this. https://t.co/GDrqU22YpT,
146,1592014,"does anyone know how to fix this!?!?!?! It happens whenever the capitalised ""I"" gets written. I've updated everything 😭😩 @AppleSupport help https://t.co/gxkfS5npj2",general_complaint_feedback,True,BILLING_DISPUTE,False,@489383 You're welcome! Have a great evening.,
147,2675377,@AppleSupport hi how do i clock billing info and update my payment information??? HELP I HAVENT HAD MUSIC FOR 2 WEEKS,device_hardware_malfunction,True,LOW_CONFIDENCE_AMBIGUOUS,False,@237898 We'd like to help! Check out this article: https://t.co/Y0YoIRcZa7,
148,2125140,Hey @115858 @AppleSupport what is going on with the A? instead of capital i in the autocorrect?? It’s very annoying,device_hardware_malfunction,True,OTHER,False,This is a known issue with the 'i' autocorrect bug. Updating to iOS 11.1.1 or later resolves it.,
149,1271096,@AppleSupport it tells me to choose a plan and when I do this pops up. It took all of my music too https://t.co/XGklTrfFIn,billing_payment_issue,True,OTHER,False,@417598 You're welcome. Feel free to reach out to us if you have any further questions. Have a wonderful day!,
150,1909340,@115858 ISO 11 sucks! My battery goes dead super fast and though I tunes is set to use data I cannot connect to it with out WiFi. #ihateiso11,repair_warranty_request,True,OTHER,True,"@568778 We'd love to help! Please send us a DM with who your wireless carrier is, and which version of iOS 11 you're updated to. https://t.co/GDrqU2kzhr",
151,2043968,#iPhone 5s issues with IOS 11. My battery absolutely tanked. Won’t stay charged. No prev issues. Way to ruin my iPhone @115858.,billing_payment_issue,True,OTHER,True,@604455 Let's take a closer look at this together. Send us a DM with more details below and we'll go from there. https://t.co/GDrqU22YpT,
152,1367086,@AppleSupport After updating to 11.0.3 battery drains quick and takes for ever to charge. Screen stay Horizontal when you go back vertical.,billing_payment_issue,True,OTHER,True,@438237 Be sure that you’ve got a current backup and update to iOS 11.1. Meet us in DM if you don't notice a change. https://t.co/GDrqU22YpT,
153,39604,"Dear  @115858 

why is It that I️ can’t type I️ without an A with a question mark in a box pop up it’s annoying",account_howto_question,True,REPEAT_FAILURE,False,"@124660 First, let's have you update to iOS 11.1: https://t.co/80YRnjDFDk Let us know if the issue continues after updating, please.",
154,286878,@115858 Turns out the 5c isn‘t even fire resistant :(( gonna buy @1647 next time! https://t.co/B9B7voWPgT,account_howto_question,True,REPEAT_FAILURE,True,@184355 We'd like to learn more about your situation. Can you DM us what country you are in? https://t.co/GDrqU22YpT,
155,694512,@AppleSupport My name is razz chakroborty (+91 705308855) i was using a apple i phone 6S. Yesterday 5.15 to 5.30 pm i lost my Phone so need your Support to find my phone my apple id is __email__ emi id is __credit_card__.i done the FIR. Plz help ME.,account_howto_question,True,REPEAT_FAILURE,True,@285608 We are here to help. DM us your current country and we can take a look at this. https://t.co/GDrqU22YpT,
156,1794169,@115858 @AppleSupport Why doesn’t the new command center WiFi symbol disable wifi? It goes blue to grey but just stays “no connected” help!,billing_payment_issue,True,OTHER,False,@539160 We understand. You can still turn Wi-Fi off through settings.,
157,1918379,@AppleSupport I’m trying to charge my phone and ever since this new update my phone is spazzing out. How can I get the iOS 11 back? https://t.co/PSqjkCdI3t,software_bug_report,True,SAFETY_HAZARD,True,@571331 We want to help out with this. Are you plugging in the original iPhone's cable or a third party one? Let us know in DM. https://t.co/GDrqU22YpT,
158,2452595,@AppleSupport Hello ! I have another problem : I've bought music like 2 or 3 years ago on my iTunes account but I can't find it anymore :(,service_status_issue,True,BILLING_DISPUTE,False,@702715 You're very welcome.  Have a nice day!,
159,2213588,@115858 @AppleSupport @115858 @115948  money has been debited by itune..don’t know why??..plz..refund it immediately https://t.co/94UCptJnsI,repair_warranty_request,True,BILLING_DISPUTE,False,"@646908 Let's get you pointed in the right direction. For assistance, reach out to iTunes Store support here: https://t.co/SDIe7UiyJN",
160,1561772,Dear @115858 your new update makes me want a @125607 S8. Battery life sucks on my 7+ #WhatHappened,repair_warranty_request,True,REPEAT_FAILURE,True,@482447 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,
161,1786276,Anyone else having iMessage issues in ios 11? @115858 @AppleSupport,account_howto_question,True,LOW_CONFIDENCE_AMBIGUOUS,True,"@370012 We’d love to help with iMessage. To start, please send us a DM with more details on what you’re experiencing. https://t.co/GDrqU22YpT",
162,2627781,@AppleSupport Can I pay annually for icloud storage?,billing_payment_issue,True,BILLING_DISPUTE,True,@742184 We'd like to answer your questions about iCloud billing. Do you already have an upgraded iCloud storage plan? Let us know in DM. https://t.co/GDrqU22YpT,
163,565938,@AppleSupport ApplePay in iMessages......live...not live....what's going on?,account_howto_question,True,BILLING_DISPUTE,False,"@252654 If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week.",
164,2545574,"@115858 royally screwed my phone with this update, it now runs like a geriatric T-Rex",repair_warranty_request,True,OTHER,False,@723539 Please let us know about what you're experiencing with your iPhone. We'll help any way we can.,
165,2976678,Ever since @AppleSupport did their update my phone is acting stupid. Dictation sucks. I have to correct it over 50%. Not an issue before last update. Now the apps. Wouldn’t disappear. Kept coming back. https://t.co/BAc7lfUtwv,device_hardware_malfunction,True,LOW_CONFIDENCE_AMBIGUOUS,False,"@706138 Hey, we want you to enjoy the new update. We'll help you get things sorted. First, to verify, can you tell us the exact iOS version currently installed? Also, tell us a bit more on what's going on with dictation. https://t.co/GDrqU22YpT",
166,2623967,"@AppleSupport anyone know how to save show notes of a podcast, including the links not just as plain text into Apple Name notes or Evernote?",device_hardware_malfunction,True,LOW_CONFIDENCE_AMBIGUOUS,False,"@448492 You can copy paste the notes, however, that does not include the links. We'd love to get you feedback here: https://t.co/eTPVYVFyd8",
167,2435323,@115858 why can’t your email servers update my email since yesterday morning not very useful if I can’t see my emails on my phone is it!,device_hardware_malfunction,True,OTHER,True,"@698751 We'd be happy to look into this issue with you. Send us a DM, and we'll get started there. https://t.co/GDrqU22YpT",
168,1988474,Yo @AppleSupport why does my phone keep turning the letter I into I️,software_bug_report,True,LOW_CONFIDENCE_AMBIGUOUS,False,"@588533 We'd be happy to look into what's going on. To start, can you tell us which iPhone and iOS device you're using? https://t.co/GDrqU22YpT",
169,32433,@AppleSupport My iPhone screen glass is completely cracked. Still the touch screen works. Can I change the glass alone or the display too?,repair_warranty_request,True,OTHER,True,@123192 We're glad to look into all options with you to have your iPhone serviced. Please DM us to proceed. https://t.co/GDrqU22YpT,
170,565034,@AppleSupport I'm having trouble setting up a new phone from a backup.,service_status_issue,True,LOW_CONFIDENCE_AMBIGUOUS,True,"@252377 Thank you for reaching out. We're here to help. Please DM us, and we will continue from there. https://t.co/GDrqU22YpT",
171,862749,@AppleSupport - the Wi-Fi Switch in iOS 11’s control is broke. Please fix. Every time my iPhone 8 plus goes to sleep it disconnects.,account_howto_question,True,REPEAT_FAILURE,False,@324861 Having to turn it on in Settings every time you unlock isn't expected. What is the exact iOS version you're on?,
172,2303694,How did all my music unDownload. I’m so mad @115858 please,service_status_issue,True,OTHER,False,"@668452 Music is a pretty big part of our day, so we can understand why you would want your Music up and showing on your device. In order to help, we need a few details from you. What kind of device are you using? What iOS/macOS is installed on the device?",
173,567661,@115858 time cursor not moving from 2.09 when you looking at the player on a locked screen (music’s been played properly just displaying issues)... https://t.co/wgWAHiSLF1,repair_warranty_request,True,REPEAT_FAILURE,False,@253144  Feel free to reach back out to us if you need us. Have a great night.,
174,2618278,@AppleSupport my phone is always lagging &amp; stucked. Currently running on 11.1.1. It sucks,account_howto_question,True,REPEAT_FAILURE,True,@739932 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,
175,2185443,@AppleSupport when’re you guys fixing this iOS? It’s completely doodoo’d my phone. Battery life is pure trash and it’s very slow,device_hardware_malfunction,True,LOW_CONFIDENCE_AMBIGUOUS,False,@640036 It's our goal to help get this sorted out for you. We just released iOS 11.1.1. Let's try backing up and updating to see if that helps. Check out this link: https://t.co/80YRnjDFDk Don't hesitate to reach out to us if the issues persist after updating.,
176,1702864,My phone is literally tripping like wtf @115858 fix your shit 😒,account_howto_question,True,BILLING_DISPUTE,False,@516242 Let's work together to sort this out. Have you updated your iPhone to iOS 11.1? Which model iPhone do you have?,
177,1690680,@AppleSupport Why is the letter “I” changing to “A “ with a question mark emoji?  I’m annoyed.,software_bug_report,True,LOW_CONFIDENCE_AMBIGUOUS,False,@513276 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,
178,288374,@115858 @AppleSupport how do I get my #AppleWatch to stop displaying the current music on my #iPhone every time I lift my wrist? #annoying https://t.co/fx6WRZ6Sye,device_hardware_malfunction,True,OTHER,False,"@184693 Hi. We're happy to help. Check this out: https://t.co/kPrTO9IGph under ""hide now playing."" Let us know if this helps.",
179,484488,@AppleSupport mac wont go past password screen since yesterdays security update. Help!!!,billing_payment_issue,True,OTHER,False,@230287 Glad to hear you could get in. Let us know if the password gives you any other trouble.,
180,2583190,@115858 why the heck do you remind us to update a bunch of times a day only for said update to crash your phone ¿¿¿,account_howto_question,True,BILLING_DISPUTE,False,"@732044 Not the effect we want it to have, but we're more than happy to help. Which iPhone is it that you have? Are you able to turn it back on currently?",
