id,root_id,customer_message,full_thread,is_dm_redirect,historical_resolution,ground_truth_intent,ground_truth_escalate,escalation_reason_category,reference_reply,labeler_notes
59,1598575,@115858 can you help me understand why my “I” keeps getting switched to I️ instead but shows up on my end as “I” before publishing?,C: @115858 can you help me understand why my “I” keeps getting switched to I️ instead but shows up on my end as “I” before publishing? || A: @284015 We’ve got your back. Check out the workaround in this article and DM us any questions you may have: https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT || C: @AppleSupport Thanks for the fast response. I appreciate being able to use the I button the right way again! https://t.co/uDlFmyCwDA || A: @284015 You're welcome! Have a great night.,False,@284015 You're welcome! Have a great night.,,,,,
60,1679972,"Ok, IPod Touch full battery charge 99% plug the cable out, 10 minutes later 20% explain that @115858","C: Ok, IPod Touch full battery charge 99% plug the cable out, 10 minutes later 20% explain that @115858 || A: @510865 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.",False,@510865 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,,,,,
61,2977514,"@AppleSupport I've called about the letter ""I"" issue. Done all the recommended resets. Many people having the same issue. Nothing is working","C: @AppleSupport I've called about the letter ""I"" issue. Done all the recommended resets. Many people having the same issue. Nothing is working || A: @821175 Let's work on this together. To start, DM us with the country where you're located. https://t.co/GDrqU22YpT",True,"@821175 Let's work on this together. To start, DM us with the country where you're located. https://t.co/GDrqU22YpT",,,,,
62,1654991,Yo @115858 any updates on fixing this I glitch or...,C: Yo @115858 any updates on fixing this I glitch or... || A: @505095 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,False,@505095 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,,
63,853006,"@AppleSupport why does my phone keep connecting to WiFi and Bluetooth randomly? If I wanted to turn it on, I would. iOS 11 problems! 😤","C: @AppleSupport why does my phone keep connecting to WiFi and Bluetooth randomly? If I wanted to turn it on, I would. iOS 11 problems! 😤 || A: @322633 Thanks for reaching out. Let's figure this out together. Are they turning on in Settings or in the Control Center? || C: @AppleSupport Automatically in the control centre. It is not just happening to me. Other people in HK and SG are having the same issue. Please sort it 😭 || A: @322633 This is expected behavior. To disable these features, you can do so in Settings. Check this out: https://t.co/Ikfbnj28qe || C: @AppleSupport Yes I understand how the control centre works but it automatically turns on Bluetooth and WiFi with this new IOS update.",False,"@322633 This is expected behavior. To disable these features, you can do so in Settings. Check this out: https://t.co/Ikfbnj28qe",,,,,
64,1095193,"@AppleSupport hi, since my 7Plus is running on iOs11 when I lock my phone and want to wake up the screen it doesn’t work directly?","C: @AppleSupport hi, since my 7Plus is running on iOs11 when I lock my phone and want to wake up the screen it doesn’t work directly? || A: @378441 We're glad to assist. Are you saying that you're not able to get the device out of sleep with the Home or side buttons?",False,@378441 We're glad to assist. Are you saying that you're not able to get the device out of sleep with the Home or side buttons?,,,,,
65,1861138,"@115858 epic fail iOS11! After 20 yrs of loyalty to Apple, infuriated! Must reboot ever few mins just 2 get keyboard! 2 many problems!","C: @115858 epic fail iOS11! After 20 yrs of loyalty to Apple, infuriated! Must reboot ever few mins just 2 get keyboard! 2 many problems! || A: @556285 We’d be happy to look into this with you. Which device are you using? DM us, and we'll continue helping from there. https://t.co/GDrqU22YpT || C: @AppleSupport Sent twice now.",True,"@556285 We’d be happy to look into this with you. Which device are you using? DM us, and we'll continue helping from there. https://t.co/GDrqU22YpT",,,,,
66,1394481,How do i pay for something with itunes credit please?? @AppleSupport @118721,"C: How do i pay for something with itunes credit please?? @AppleSupport @118721 || A: @444293 This shows how credit works with the iTunes Store: https://t.co/qvAknnsTa5 For more, connect here:  https://t.co/SDIe7UiyJN",False,"@444293 This shows how credit works with the iTunes Store: https://t.co/qvAknnsTa5 For more, connect here:  https://t.co/SDIe7UiyJN",,,,,
67,2353631,@115948 @AppleSupport trying to sign up for a trial on android. It tells me it needs to verify with a text code but just gets stuck on a blank screen with a broken back arrow...,"C: @115948 @AppleSupport trying to sign up for a trial on android. It tells me it needs to verify with a text code but just gets stuck on a blank screen with a broken back arrow... || A: @459440 We’ll be glad to parter with you so that you can start enjoying Apple Music. The following link has some helpful steps to follow for signing up on your device: https://t.co/5oV6ja5DYO

If you need any further assistance, let us know. || C: @AppleSupport Youve just linked me to a step by step guide to do something ive already done, and cannot progress further in. The authentication screen is a blank screen in which i can't go back, and i dont get sent a text. || A: @459440 To help further, we'd want to get you in touch with our iTunes Store support here: https://t.co/SDIe7UiyJN",False,"@459440 To help further, we'd want to get you in touch with our iTunes Store support here: https://t.co/SDIe7UiyJN",,,,,
68,1761228,"@115948 @AppleSupport Hi, my music all i pay for monthly seems to keep freezing and not loading even on 4g or wireless on my iphone8?","C: @115948 @AppleSupport Hi, my music all i pay for monthly seems to keep freezing and not loading even on 4g or wireless on my iphone8? || A: @359389 Let's work together to get you back to enjoying your music. Can you provide us your iOS version? https://t.co/ZTw54HL4Rm || C: @AppleSupport 11.1 || A: @359389 Thanks for confirming that. Are you an Apple Music Member? Can you provide us details of what you're experiencing? https://t.co/GDrqU22YpT",False,@359389 Thanks for confirming that. Are you an Apple Music Member? Can you provide us details of what you're experiencing? https://t.co/GDrqU22YpT,,,,,
69,399946,@AppleSupport newest iOS doesn’t allow me to change volume when my iPhone 7 is locked. Nor does music controls show up on lock screen.,C: @AppleSupport newest iOS doesn’t allow me to change volume when my iPhone 7 is locked. Nor does music controls show up on lock screen. || A: @210563 We'd love to help. Which iOS version are you running? Does this happen when playing music from the Music app or third-party? || C: @AppleSupport 11.0.2. And from Spotify app with the Apple wired EarPods. || A: @210563 Thanks. Does this also occur with the Music app? Have you checked for an app update for Spotify? || C: @AppleSupport I did a hard restart for my phone. Seemed to fix the problem. || A: @210563 That's great news! Reach back out if you need us in the future. Take care.,False,@210563 That's great news! Reach back out if you need us in the future. Take care.,,,,,
70,949664,"Ever since i downloaded the new ios, my phone randomly shuts off... #iphone #ios #iosupdate #apple @115858","C: Ever since i downloaded the new ios, my phone randomly shuts off... #iphone #ios #iosupdate #apple @115858 || A: @345232 We'd like to look into this with you. What is your exact iOS version? Find it at Settings &gt; General &gt; About.",False,@345232 We'd like to look into this with you. What is your exact iOS version? Find it at Settings &gt; General &gt; About.,,,,,
71,2311368,Everytime i use Screen Rotation my screen freezes @AppleSupport,"C: Everytime i use Screen Rotation my screen freezes @AppleSupport || A: @179093 We're here to help. When the iPhone becomes unresponsive, how do you get things moving again? || C: @AppleSupport I wait for it to work again || A: @179093 Is this happening within a specific app? || C: @AppleSupport No the home screen || A: @179093 Got it! Does a restart of the iPhone change anything, even if temporarily? DM us the answer. https://t.co/GDrqU22YpT",True,"@179093 Got it! Does a restart of the iPhone change anything, even if temporarily? DM us the answer. https://t.co/GDrqU22YpT",,,,,
72,1580494,@AppleSupport hi can you tell me why I'm being charged £9.99 a month I don't know what this is for thanks,C: @AppleSupport hi can you tell me why I'm being charged £9.99 a month I don't know what this is for thanks || A: @465839 Hey there. Let's see if this charge appears in your purchase history list. Check out how to find it here: https://t.co/aI2ywuA300 || C: @AppleSupport looked at my account some reason am paying £9.99 for music never agreed to or set it up I get the free music with EE || A: @465839 Understood. Our iTunes Store team can look into that with you. Please get in touch with them here: https://t.co/SDIe7UiyJN,False,@465839 Understood. Our iTunes Store team can look into that with you. Please get in touch with them here: https://t.co/SDIe7UiyJN,,,,,
73,2040365,@AppleSupport my battery life stinks out loud since the update. https://t.co/Yt21HONOAn,C: @AppleSupport my battery life stinks out loud since the update. https://t.co/Yt21HONOAn || A: @603304 Let's take a look together. How long has it been since you've updated? What iOS are you running now? DM us and we'll continue. https://t.co/GDrqU22YpT,True,@603304 Let's take a look together. How long has it been since you've updated? What iOS are you running now? DM us and we'll continue. https://t.co/GDrqU22YpT,,,,,
74,1747368,"@115858 🤷🏿‍♀️ my phone was fine until this recent update/iPhone X..now it randomly shuts down, restarts, freezes for minutes at a time... https://t.co/IcLwetHXjB","C: @115858 🤷🏿‍♀️ my phone was fine until this recent update/iPhone X..now it randomly shuts down, restarts, freezes for minutes at a time... https://t.co/IcLwetHXjB || A: @526761 We'd love to work together on this with you. Join us in DM with additional details to get started: https://t.co/GDrqU22YpT",True,@526761 We'd love to work together on this with you. Join us in DM with additional details to get started: https://t.co/GDrqU22YpT,,,,,
75,1622321,"@AppleSupport @115858 holy hell, please fix this update.. I have to open my phone to change the song every time......","C: @AppleSupport @115858 holy hell, please fix this update.. I have to open my phone to change the song every time...... || A: @497050 We know how much we like to have access to our music from the lock screen. Provide us some details of what exactly is happening. || C: @AppleSupport This is what it looks like on my home screen when I’m playing music. The music still plays but I have to open my phone to change the song. https://t.co/MuPug2UGU6 || A: @497050 If you swipe to the left, do you see the music player? Are you able to control it from here? || C: @AppleSupport Nope, still doesn’t work || A: @497050 Are you using the Music app or a different app for music? Let's also try a restart. This link will help: https://t.co/OWRDHWSt4h",False,@497050 Are you using the Music app or a different app for music? Let's also try a restart. This link will help: https://t.co/OWRDHWSt4h,,,,,
76,962603,When you get a new iPhone and can’t backup/restore because you forgot the password and also it says the backup is corrupted @AppleSupport 😔,C: When you get a new iPhone and can’t backup/restore because you forgot the password and also it says the backup is corrupted @AppleSupport 😔 || A: @155469 We're here for you. Let's work together in DM so you can start enjoying your new iPhone. https://t.co/GDrqU22YpT,True,@155469 We're here for you. Let's work together in DM so you can start enjoying your new iPhone. https://t.co/GDrqU22YpT,,,,,
77,2130278,@AppleSupport why my music stop when I open an app 🤦🏽‍♂️ my ass paying $10 and I can’t even listen to music without it stopping,"C: @AppleSupport why my music stop when I open an app 🤦🏽‍♂️ my ass paying $10 and I can’t even listen to music without it stopping || A: @627016 Thanks for reaching out to us. We would love to help you. Can you please tell us when did you first encounter the issue? || C: @AppleSupport Just started happening randomly , could’ve been the update || A: @627016 Can you please tell us which version of iOS you are currently running? || C: @AppleSupport 11.1",False,@627016 Can you please tell us which version of iOS you are currently running?,,,,,
78,1587419,@AppleSupport First time I encounterest this notification. Should I update? I hope this is not a phishing method. 😱 https://t.co/20OLnI55pz,"C: @AppleSupport First time I encounterest this notification. Should I update? I hope this is not a phishing method. 😱 https://t.co/20OLnI55pz || A: @488286 Let's look into this together. Please send us a DM, and we'll pick back up there. https://t.co/GDrqU22YpT",True,"@488286 Let's look into this together. Please send us a DM, and we'll pick back up there. https://t.co/GDrqU22YpT",,,,,
79,1920375,@115858 I love how when I’m broke I can’t update my apps or redownload the ones I recently had 😤 fix that issue!,C: @115858 I love how when I’m broke I can’t update my apps or redownload the ones I recently had 😤 fix that issue! || A: @183942 We want to help you get access to your apps. Please let us know if you're receiving any errors when you try to update. DM us. https://t.co/GDrqU22YpT,True,@183942 We want to help you get access to your apps. Please let us know if you're receiving any errors when you try to update. DM us. https://t.co/GDrqU22YpT,,,,,
80,333232,@AppleSupport Since updating to iOS 11 I can no longer connect my iPhone 7 to my car via Bluetooth or USB.,"C: @AppleSupport Since updating to iOS 11 I can no longer connect my iPhone 7 to my car via Bluetooth or USB. || A: @195369 Thanks for that info. To confirm, can you tell us what verison of iOS 11 you're running currently on the iPhone? || C: @AppleSupport 11.0.2 || A: @195369 Thanks for that info. Check out the link here to help to connect: https://t.co/tqjOBvBgl0 Let us know how that goes.",False,@195369 Thanks for that info. Check out the link here to help to connect: https://t.co/tqjOBvBgl0 Let us know how that goes.,,,,,
81,1017832,@AppleSupport When attempting to download apps frm my mac ı get connection failed message how can I fix this?Tried evrythng but nthng worked,"C: @AppleSupport When attempting to download apps frm my mac ı get connection failed message how can I fix this?Tried evrythng but nthng worked || A: @360822 Thanks for reaching out. We'd be happy to help. To clarify, are you using the Mac App Store? Does this happen with all apps?",False,"@360822 Thanks for reaching out. We'd be happy to help. To clarify, are you using the Mac App Store? Does this happen with all apps?",,,,,
82,2858358,"This most recent iOS update real annoying, my Bluetooth disconnects or makes my music stop. 😒 @AppleSupport","C: This most recent iOS update real annoying, my Bluetooth disconnects or makes my music stop. 😒 @AppleSupport || A: @794351 Let's get this sorted out together. To start, what is the exact iOS version currently installed? Also, are you connecting to a Bluetooth headset, or via Bluetooth in your vehicle? https://t.co/GDrqU22YpT",False,"@794351 Let's get this sorted out together. To start, what is the exact iOS version currently installed? Also, are you connecting to a Bluetooth headset, or via Bluetooth in your vehicle? https://t.co/GDrqU22YpT",,,,,
83,1165727,@AppleSupport iPhone will randomly send message before I’m finished typing. I know I’m not clicking send as I’m only hitting the left side,"C: @AppleSupport iPhone will randomly send message before I’m finished typing. I know I’m not clicking send as I’m only hitting the left side || A: @205606 We'd love to take a look.  Is this happening with the Messages app on the iPhone? || C: @AppleSupport Messages and any other apps that allow the use of messaging || A: @205606 Thanks for that information. What about apps such as Notes, are they skipping characters or creating a new line when typing?",False,"@205606 Thanks for that information. What about apps such as Notes, are they skipping characters or creating a new line when typing?",,,,,
84,2307568,@115858 my phone is slow and won’t send me notifications anymore. Fix it,"C: @115858 my phone is slow and won’t send me notifications anymore. Fix it || A: @669396 We know how important it is to get the best performance possible and we're happy to help. To start, DM us with the country where you're located and the iOS version you're using on your iPhone. https://t.co/GDrqU22YpT",True,"@669396 We know how important it is to get the best performance possible and we're happy to help. To start, DM us with the country where you're located and the iOS version you're using on your iPhone. https://t.co/GDrqU22YpT",,,,,
85,450369,@AppleSupport how do I get password screen to appear if I’m wearing gloves? Phone is awake but won’t show passcode numbers so I can’t do anything unless I take gloves off,"C: @AppleSupport how do I get password screen to appear if I’m wearing gloves? Phone is awake but won’t show passcode numbers so I can’t do anything unless I take gloves off || A: @170334 Let's take a look at this for you. Are you using Touch ID with your iOS device? || C: @AppleSupport Yeah || A: @170334 When using Touch ID you would need to remove the gloves to use the feature since the sensor requires the reading of your fingerprint. https://t.co/AsMLCsnb6S || C: @AppleSupport But I just want to use my passcode || A: @170334 To use your passcode to unlock your iPhone and not Touch ID, go to Settings &gt;  Touch ID &amp; Passcode. You can then turn off iPhone Unlock under the section "" Use Touch ID For"". || C: @AppleSupport So I can’t have them both on at the same time? Like, if touch doesn’t recognise A finger it turns to passcode but it doesn’t work with gloves because it doesn’t recognise it as a finger? || A: @170334 Both features can be used, however you would need to use Touch ID without gloves. To enter the passcode on your iPhone with Touch ID active, press the home button. This would allow the lock screen to show the passcode option.",False,"@170334 Both features can be used, however you would need to use Touch ID without gloves. To enter the passcode on your iPhone with Touch ID active, press the home button. This would allow the lock screen to show the passcode option.",,,,,
86,2417465,".@115858, so #disappointed with #iphone6. antenna issues (can’t get 4g, must stand over modem for wireless). 40-minute commute leaves battery around 45%. charging is always a crapshoot because there’s so much “give” in the port. 2 yrs, 2 mnths old. wtf? considering a #galaxy","C: .@115858, so #disappointed with #iphone6. antenna issues (can’t get 4g, must stand over modem for wireless). 40-minute commute leaves battery around 45%. charging is always a crapshoot because there’s so much “give” in the port. 2 yrs, 2 mnths old. wtf? considering a #galaxy || A: @694714 We’ve got your back. You said you can’t get 4G. Are you able to get 3G? Is this happening in multiple locations and Wi-Fi networks? Also, please let us know the iOS version your iPhone 6 is running in Settings &gt; General &gt; About. || C: @AppleSupport just LTE. 11.0.3. all locations. || A: @694714 Did this issue begin after making any changes to your phone, such as updating the software? Let us know in DM. Click here. We'll continue there; https://t.co/GDrqU22YpT",True,"@694714 Did this issue begin after making any changes to your phone, such as updating the software? Let us know in DM. Click here. We'll continue there; https://t.co/GDrqU22YpT",,,,,
87,1064924,"Thanks to @115858 and iOS 11.03, my iPhone and phone charger are never apart for more than an hr or so. #batterydrain #apple #iphone6plus","C: Thanks to @115858 and iOS 11.03, my iPhone and phone charger are never apart for more than an hr or so. #batterydrain #apple #iphone6plus || A: @371425 We can help with battery life. Have you used these steps? https://t.co/TpjqFp3jxD",False,@371425 We can help with battery life. Have you used these steps? https://t.co/TpjqFp3jxD,,,,,
88,1411655,@AppleSupport help! I can't change my non apple email address Apple ID to an iCloud account. I learned that this is possible now.,C: @AppleSupport help! I can't change my non apple email address Apple ID to an iCloud account. I learned that this is possible now. || A: @448096 We'd love to help with your Apple ID. Check out the steps here and let us know if you have any issues: https://t.co/xuZEqdPMFW || C: @AppleSupport Hi! I tried those steps and it tells me “your Apple ID can’t end in “@1112.com” || A: @448096 Thanks for trying that. We'd recommend contacting our Apple ID team for further assistance: https://t.co/UJm15vmMM2,False,@448096 Thanks for trying that. We'd recommend contacting our Apple ID team for further assistance: https://t.co/UJm15vmMM2,,,,,
89,1015849,"Wonder if you can help..@AppleSupport, slot of ‘docs &amp; data’ but no idea what this is &amp; I have no music/songs yet says 33??? https://t.co/BEKY9WlPWn","C: Wonder if you can help..@AppleSupport, slot of ‘docs &amp; data’ but no idea what this is &amp; I have no music/songs yet says 33??? https://t.co/BEKY9WlPWn || A: @142168 We'd be delighted to look into this with you further. This article goes over what each data type includes: https://t.co/0yFHFRYSnX",False,@142168 We'd be delighted to look into this with you further. This article goes over what each data type includes: https://t.co/0yFHFRYSnX,,,,,
90,2451726,WHY can i still not download iOS 11?? it fails to verify every time and i'm super annoyed. @AppleSupport https://t.co/HTMy4r76PC,"C: WHY can i still not download iOS 11?? it fails to verify every time and i'm super annoyed. @AppleSupport https://t.co/HTMy4r76PC || A: @482457 We're here to help. If you haven't yet, try installing the update through iTunes. Follow these steps: https://t.co/80YRnjDFDk",False,"@482457 We're here to help. If you haven't yet, try installing the update through iTunes. Follow these steps: https://t.co/80YRnjDFDk",,,,,
91,1222659,@AppleSupport FIX THE BATTERY LIFE. NOW,"C: @AppleSupport FIX THE BATTERY LIFE. NOW || A: @406898 We can partner to work towards a resolution. DM some details on what you’re noticing with battery life, &amp; the device you’re using. https://t.co/GDrqU22YpT || C: @AppleSupport @406898 Your battery life is ass mr apple man || A: @406897 We'd be happy to help with any battery issues you're experiencing. Which device are you using currently?",False,@406897 We'd be happy to help with any battery issues you're experiencing. Which device are you using currently?,,,,,
92,1293764,@AppleSupport please explain why I pay for Apple Music but it says I’m not a member???,"C: @AppleSupport please explain why I pay for Apple Music but it says I’m not a member??? || A: @422548 We'd be happy to check it out. What device shows this? What OS version is this device running? || C: @AppleSupport iPhone 6s ,OS 11.0 || A: @422548 Thank you. We’re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biHDCb",False,@422548 Thank you. We’re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biHDCb,,,,,
93,2728086,@115858 does an iPhone X purchased from America have an international warranty. Supposing I get it to India will it be covered @AppleSupport,C: @115858 does an iPhone X purchased from America have an international warranty. Supposing I get it to India will it be covered @AppleSupport || A: @764956 Thanks for reaching out with such a great question. Warranties for Apple branded devices apply globally. You can read more about Apple branded warranties here: https://t.co/EbK2mRY4O8,False,@764956 Thanks for reaching out with such a great question. Warranties for Apple branded devices apply globally. You can read more about Apple branded warranties here: https://t.co/EbK2mRY4O8,,,,,
94,1003874,"Ever since I updated to iOS 11, my phone has been trash. Why you do this @115858 @AppleSupport","C: Ever since I updated to iOS 11, my phone has been trash. Why you do this @115858 @AppleSupport || A: @357603 Hey there. Tell us more about the issue you're having. We'll be glad to help.",False,@357603 Hey there. Tell us more about the issue you're having. We'll be glad to help.,,,,,
95,2276958,How tf am i supposed to verify signing in on another device if my touch screen is broke?? Should obviously have a different option to sign if one device is broke @115858 @AppleSupport,C: How tf am i supposed to verify signing in on another device if my touch screen is broke?? Should obviously have a different option to sign if one device is broke @115858 @AppleSupport || A: @662196 We'd love to help with this. You should have additional options on the device that you're trying to sign in on such as a text message with the code. This link has other alternatives for getting that verification code: https://t.co/gZlEJEsNrU,False,@662196 We'd love to help with this. You should have additional options on the device that you're trying to sign in on such as a text message with the code. This link has other alternatives for getting that verification code: https://t.co/gZlEJEsNrU,,,,,
96,2897705,@AppleSupport may i know how do i reset iPhone X. Like i am using iPhone 7 Plus and if I require reset i have to press volume down and power button simultaneously so my phone is restarted please let me know. Appreciate you’re help,"C: @AppleSupport may i know how do i reset iPhone X. Like i am using iPhone 7 Plus and if I require reset i have to press volume down and power button simultaneously so my phone is restarted please let me know. Appreciate you’re help || A: @802853 Hey there! This article will walk you through the process on an iPhone X: https://t.co/o7nB3pXfMv Let us know if you have any questions, we're here for you. || C: @AppleSupport Amazing i love the response many thanks for your reply really appreciate your support || A: @802853 Anytime! Let us know if you need help in the future.",False,@802853 Anytime! Let us know if you need help in the future.,,,,,
97,1898008,@AppleSupport why after iOS 11.0.3 updates do both my iPhone5s have intermittent charging issues when using OEM wall chargers?,C: @AppleSupport why after iOS 11.0.3 updates do both my iPhone5s have intermittent charging issues when using OEM wall chargers? || A: @565681 We're happy to assist them with this issue. Are you receiving any errors?  LEt us know in DM. https://t.co/GDrqU22YpT,True,@565681 We're happy to assist them with this issue. Are you receiving any errors?  LEt us know in DM. https://t.co/GDrqU22YpT,,,,,
98,1920040,"Dear @115858 in future, please invest more than 15 minutes in design and QA of your mail &amp; calendar products. They are terrible under Sierra.","C: Dear @115858 in future, please invest more than 15 minutes in design and QA of your mail &amp; calendar products. They are terrible under Sierra. || A: @571601 We'd like to assist with any issues you're experiencing. Please meet us in DM so we can better assist you. https://t.co/GDrqU22YpT",True,@571601 We'd like to assist with any issues you're experiencing. Please meet us in DM so we can better assist you. https://t.co/GDrqU22YpT,,,,,
99,1593275,"@AppleSupport hello, buy an iphone7 and the charger no longer works, it has a warranty? Thanks","C: @AppleSupport hello, buy an iphone7 and the charger no longer works, it has a warranty? Thanks || A: @489678 We're happy to look into this with you. Are you referring to the charging cable that came with your iPhone? || C: @AppleSupport Yes :) || A: @489678 We'd be happy to look into your charger issue with you. Have you tested another cable with your iPhone? DM us. https://t.co/GDrqU22YpT",True,@489678 We'd be happy to look into your charger issue with you. Have you tested another cable with your iPhone? DM us. https://t.co/GDrqU22YpT,,,,,
100,881163,@AppleSupport this apple update has turned my phone into a dumb phone...Siri just calls random people,C: @AppleSupport this apple update has turned my phone into a dumb phone...Siri just calls random people || A: @329231 We know how much we love Siri when she's working as expected. Let's look into this together. Which iOS version are you using?,False,@329231 We know how much we love Siri when she's working as expected. Let's look into this together. Which iOS version are you using?,,,,,
101,2678269,"@AppleSupport hello
I’ve been charged twice for my LinkedIn subscription. Is there any way into get a refund for accessa mount charged?","C: @AppleSupport hello
I’ve been charged twice for my LinkedIn subscription. Is there any way into get a refund for accessa mount charged? || A: @753678 Thanks for reaching out, we're more than happy to help get you directed to the best place for support with charges from subscriptions. You can get started by reviewing the information in this article: https://t.co/taIxXM0mAZ",False,"@753678 Thanks for reaching out, we're more than happy to help get you directed to the best place for support with charges from subscriptions. You can get started by reviewing the information in this article: https://t.co/taIxXM0mAZ",,,,,
102,925078,Can either @115858 or @115948 send out an update for my Apple Music my app won't even load sometimes,"C: Can either @115858 or @115948 send out an update for my Apple Music my app won't even load sometimes || A: @339522 Let us look into that with you. What device are you using Apple Music on? Also, what's the current OS version being used? || C: @AppleSupport I'm using an iPhone 6 and how do you figure out what OS version is being used? || A: @339522 Check out the following article for guidance on this: https://t.co/ZTw54HL4Rm",False,@339522 Check out the following article for guidance on this: https://t.co/ZTw54HL4Rm,,,,,
103,2341901,"@AppleSupport My iPhone 7 Plus keeps freezing after the iOS 11 update, I can only use physical buttons and not the screen - takes about a minute before iPhone responds again - when will this be resolved?","C: @AppleSupport My iPhone 7 Plus keeps freezing after the iOS 11 update, I can only use physical buttons and not the screen - takes about a minute before iPhone responds again - when will this be resolved? || A: @677409 We want to be sure you can use your iPhone without any issues. We can definitely look into this with you. Which iOS 11 version are you running? You can go to Settings &gt; General &gt; About to locate the version. || C: @AppleSupport Thanks for the reply. I’m running 11.1.1 build 15B150. Hope it can be resolved. || A: @677409 You're most welcome. We want to do all we can to help get to the bottom of this with you. Send us a DM and we'll investigate this further together. https://t.co/GDrqU22YpT",True,@677409 You're most welcome. We want to do all we can to help get to the bottom of this with you. Send us a DM and we'll investigate this further together. https://t.co/GDrqU22YpT,,,,,
104,61332,"@AppleSupport This dialogue has started appearing every time I unlock my device, even though I've completed the  share. (It offers to share the same WiFi password each time.) I upgraded some days ago to iOS 11.1.2. I can't even find where to turn this feature off. https://t.co/SFQvqlswbC","C: @AppleSupport This dialogue has started appearing every time I unlock my device, even though I've completed the  share. (It offers to share the same WiFi password each time.) I upgraded some days ago to iOS 11.1.2. I can't even find where to turn this feature off. https://t.co/SFQvqlswbC || A: @21723 We're happy to look into this with you today. Wi-Fi password sharing is a built-in function of iOS 11. Does this persist through a restart of your device?",False,@21723 We're happy to look into this with you today. Wi-Fi password sharing is a built-in function of iOS 11. Does this persist through a restart of your device?,,,,,
105,259440,@AppleSupport I keep trying to update payment info but all it does is load for ages and says can’t connect to iCloud WiFi is connected etc.,"C: @AppleSupport I keep trying to update payment info but all it does is load for ages and says can’t connect to iCloud WiFi is connected etc. || A: @177698 Let's help get this resolved. If you switch to a different Wi-Fi connection, does the behavior persist? || C: @AppleSupport Hi it’s stopped doing it now, thank you though, I don’t know why it was doing it 😊 || A: @177698 We're glad to hear that. Feel free to reach out if any questions come up.",False,@177698 We're glad to hear that. Feel free to reach out if any questions come up.,,,,,
106,598146,"@AppleSupport Prior to iOS 11 when using the Podcasts or Music apps AND connected to power, the screen would not auto-lock. Is there a hidden setting somewhere to get this feature back?","C: @AppleSupport Prior to iOS 11 when using the Podcasts or Music apps AND connected to power, the screen would not auto-lock. Is there a hidden setting somewhere to get this feature back? || A: @261800 You can change the settings of auto-lock on your iPhone to ""never"". This would prevent it from locking while your are enjoying your music. To change this setting, go to Settings &gt; Display &amp; Brightness &gt; Auto-Lock. || C: @AppleSupport Why did this change in iOS 11? I don’t want to change setting to “never”, that is a security risk. There should be an in-app setting. || A: @261800 We certainly appreciate your feedback. Feel free to submit your comments to us here: https://t.co/eTPVYVX94G",False,@261800 We certainly appreciate your feedback. Feel free to submit your comments to us here: https://t.co/eTPVYVX94G,,,,,
107,2889423,"@AppleSupport hi, how do I go about returning my iPhone X that I bought from the online App Store?","C: @AppleSupport hi, how do I go about returning my iPhone X that I bought from the online App Store? || A: @801114 You'll find all the information you need regarding returns and refunds at the following link: https://t.co/z6dxH7F1Js

If you need additional assistance, go ahead and contact the Apple Online Store here: https://t.co/8yjRd1Xo0i",False,"@801114 You'll find all the information you need regarding returns and refunds at the following link: https://t.co/z6dxH7F1Js

If you need additional assistance, go ahead and contact the Apple Online Store here: https://t.co/8yjRd1Xo0i",,,,,
108,877122,@115858 iPad 9.7 Smart Keyboard not flat. How do I fix? https://t.co/gWqWuPclAd,"C: @115858 iPad 9.7 Smart Keyboard not flat. How do I fix? https://t.co/gWqWuPclAd || A: @328225 We would like to help with your smart keyboard.  Could you tell us a little more about what’s happening? || C: @AppleSupport It lifts from the surface of the desk when it is set up, so typing is more difficult.  Keyboard is about a year old.",False,@328225 We would like to help with your smart keyboard.  Could you tell us a little more about what’s happening?,,,,,
109,1228037,This upgrade eats batteries.  This sucks @applesupport 11.0.3 battery,C: This upgrade eats batteries.  This sucks @applesupport 11.0.3 battery || A: @408102 Battery life is very important. Let's make sure you're getting the most our of it. Here's how: https://t.co/bivpdfBNJ6,False,@408102 Battery life is very important. Let's make sure you're getting the most our of it. Here's how: https://t.co/bivpdfBNJ6,,,,,
110,1686926,Hi @115858 do you plan on fixing this weird keyboard issue? It’s annoying.,C: Hi @115858 do you plan on fixing this weird keyboard issue? It’s annoying. || A: @512318 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,False,@512318 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,,,,,
